InspeksiID,Tanggal,Bulan,NamaBulan,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,SPH,JenisTanah,Topografi,Asisten,Mandor,PemeriksaEPR,LuasInspeksi_Ha,PokokSampel,BrondolanTidakTerkutip_Butir,Brondolan_ButirPerPokok,StandarBrondolan_ButirPerPokok,DeviasiBrondolan,BuahMatangTidakDipanen_Jjg,JanjangTertinggalDiTPH,JanjangTertinggal_PerHa,BuahMentahDipanen_Jjg,TangkaiPanjang_Jjg,BJR_Kg,LossesBrondolan_KgPerHaBulan,LossesJanjang_KgPerHaBulan,EstimasiLosses_KgPerHaBulan,ProduksiPotensi_KgPerHaBulan,Losses_PersenTerhadapProduksi,EstimasiLosses_Kg,EstimasiKerugian_Rp,CurahHujanBulan_mm,Status,KategoriTemuan,TindakLanjut
LP-00394,2026-01-23,1,Jan,BSK-F-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,31.8,21,128,Gambut,Datar,Wahyu Anggara,Candra Sembiring,Yuli Sinaga,2.0,30,51,1.69,2.0,-0.31,0,0,0.0,0,0,22.3,10.8,0.0,10.8,1667.0,0.65,343.9,993908,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00395,2026-04-27,4,Apr,BSK-F-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,31.8,21,128,Gambut,Datar,Wahyu Anggara,Candra Sembiring,Kurnia Wibowo,2.0,30,49,1.64,2.0,-0.36,1,0,0.5,1,0,22.3,10.5,55.9,66.4,1667.0,3.98,2110.6,6234579,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00396,2026-04-08,4,Apr,BSK-F-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,24.7,8,143,Podsolik Merah Kuning,Datar,Wahyu Anggara,Agus Silalahi,Fajar Sanjaya,2.0,50,170,3.41,2.0,1.41,0,0,0.0,1,3,10.0,24.4,0.0,24.4,2167.0,1.13,602.2,1778930,382.8,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00397,2026-05-17,5,Mei,BSK-F-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,24.7,8,143,Podsolik Merah Kuning,Datar,Wahyu Anggara,Agus Silalahi,Nasrul Adiputra,2.0,30,83,2.76,2.0,0.76,1,0,0.5,1,2,10.0,19.7,25.0,44.7,2167.0,2.06,1104.9,3296226,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00398,2026-01-16,1,Jan,BSK-F-018,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.6,8,135,Mineral,Bergelombang,Wahyu Anggara,Candra Sembiring,Slamet Silalahi,2.0,50,142,2.84,2.0,0.84,1,0,0.5,0,3,10.0,19.2,25.0,44.2,2167.0,2.04,1219.1,3522810,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00399,2026-02-23,2,Feb,BSK-F-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.1,17,130,Mineral,Datar,Wahyu Anggara,Candra Sembiring,Irwan Sembiring,2.0,30,93,3.1,2.0,1.1,1,0,0.5,1,3,18.5,20.2,46.4,66.5,2000.0,3.33,1802.8,5193369,422.4,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00400,2026-06-09,6,Jun,BSK-F-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.1,17,130,Mineral,Datar,Wahyu Anggara,Candra Sembiring,Siti Harahap,2.0,50,120,2.41,2.0,0.41,0,0,0.0,1,3,18.5,15.7,0.0,15.7,2000.0,0.78,424.5,1300428,252.7,Sesuai Standar,Minor,Monitoring rutin
LP-00401,2026-01-20,1,Jan,BSK-F-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.6,21,138,Gambut,Bergelombang,Wahyu Anggara,Candra Sembiring,Edi Nasution,2.0,25,45,1.81,2.0,-0.19,0,0,0.0,0,1,22.3,12.5,0.0,12.5,1667.0,0.75,344.7,996069,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00402,2026-02-12,2,Feb,BSK-F-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.6,21,138,Gambut,Bergelombang,Wahyu Anggara,Candra Sembiring,Wulan Halim,2.0,25,34,1.38,2.0,-0.62,0,0,0.0,1,2,22.3,9.5,0.0,9.5,1667.0,0.57,262.8,757063,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00403,2026-05-25,5,Mei,BSK-F-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.6,21,138,Gambut,Bergelombang,Wahyu Anggara,Candra Sembiring,Hendra Silalahi,2.0,25,60,2.41,2.0,0.41,0,0,0.0,2,3,22.3,16.6,0.0,16.6,1667.0,1.0,459.0,1369170,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00404,2026-06-07,6,Jun,BSK-F-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,27.6,21,138,Gambut,Bergelombang,Wahyu Anggara,Candra Sembiring,Dewi Sudarmono,2.0,30,86,2.87,2.0,0.87,0,0,0.0,1,3,22.3,19.8,0.0,19.8,1667.0,1.19,546.6,1674274,252.7,Sesuai Standar,Minor,Monitoring rutin
LP-00405,2026-01-12,1,Jan,BSK-F-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,30.3,14,135,Mineral,Datar,Wahyu Anggara,Latif Adiputra,Budi Sitompul,2.0,50,90,1.79,2.0,-0.21,1,0,0.5,1,1,15.7,12.1,39.2,51.3,2250.0,2.28,1555.4,4494566,391.2,Sesuai Standar,Minor,Monitoring rutin
LP-00406,2026-03-06,3,Mar,BSK-F-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,30.3,14,135,Mineral,Datar,Wahyu Anggara,Latif Adiputra,Wulan Sitompul,2.0,25,74,2.98,2.0,0.98,0,0,0.0,1,2,15.7,20.1,0.0,20.1,2250.0,0.89,609.5,1795285,398.3,Sesuai Standar,Minor,Monitoring rutin
LP-00407,2026-05-20,5,Mei,BSK-F-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,30.3,14,135,Mineral,Datar,Wahyu Anggara,Latif Adiputra,Hadi Adiputra,2.0,25,72,2.9,2.0,0.9,0,0,0.0,1,2,15.7,19.6,0.0,19.6,2250.0,0.87,593.1,1769403,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00408,2026-02-05,2,Feb,BSK-F-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,29.1,14,128,Gambut,Bergelombang,Wahyu Anggara,Agus Silalahi,Iwan Yusril,2.0,50,86,1.73,2.0,-0.27,1,0,0.5,0,1,15.7,11.1,39.2,50.3,2250.0,2.24,1464.4,4218381,422.4,Sesuai Standar,Minor,Monitoring rutin
LP-00409,2026-04-04,4,Apr,BSK-F-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,29.1,14,128,Gambut,Bergelombang,Wahyu Anggara,Agus Silalahi,Sri Sagala,2.0,30,44,1.46,2.0,-0.54,0,0,0.0,1,3,15.7,9.3,0.0,9.3,2250.0,0.42,271.9,803207,382.8,Sesuai Standar,Minor,Monitoring rutin
LP-00410,2026-07-15,7,Jul,BSK-F-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,29.1,14,128,Gambut,Bergelombang,Wahyu Anggara,Agus Silalahi,Teguh Fauzi,2.0,50,180,3.59,2.0,1.59,1,0,0.5,0,4,15.7,23.0,39.2,62.2,2250.0,2.77,1810.8,5552094,209.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00411,2026-06-12,6,Jun,BSK-F-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,29.4,10,130,Mineral,Datar,Wahyu Anggara,Candra Sembiring,Bayu Saputra,2.0,50,166,3.32,2.0,1.32,1,0,0.5,0,2,11.9,21.6,29.8,51.3,2333.0,2.2,1509.1,4622801,252.7,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00412,2026-05-20,5,Mei,BSK-F-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,F,Inti,31.3,21,128,Podsolik Merah Kuning,Datar,Wahyu Anggara,Latif Adiputra,Sri Manurung,2.0,25,52,2.06,2.0,0.06,0,0,0.0,1,0,22.3,13.2,0.0,13.2,1667.0,0.79,412.7,1231044,261.2,Sesuai Standar,Minor,Monitoring rutin
LP-00413,2026-01-13,1,Jan,TJL-A-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,26.2,21,143,Mineral,Datar,Untung Sanjaya,Fajar Fauzi,Jefri Effendi,2.0,30,72,2.41,2.0,0.41,0,0,0.0,1,3,22.3,17.2,0.0,17.2,1667.0,1.03,451.5,1304599,260.4,Sesuai Standar,Minor,Monitoring rutin
LP-00414,2026-02-02,2,Feb,TJL-A-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.4,11,135,Gambut,Datar,Untung Sanjaya,Fajar Fauzi,Kurnia Wibowo,2.0,30,60,1.99,2.0,-0.01,0,0,0.0,1,2,12.8,13.4,0.0,13.4,2333.0,0.58,341.2,982846,375.2,Sesuai Standar,Minor,Monitoring rutin
LP-00415,2026-04-17,4,Apr,TJL-A-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.4,11,135,Gambut,Datar,Untung Sanjaya,Fajar Fauzi,Siti Wibowo,2.0,25,70,2.8,2.0,0.8,0,0,0.0,1,2,12.8,18.9,0.0,18.9,2333.0,0.81,480.1,1418068,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00416,2026-07-15,7,Jul,TJL-A-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.4,11,135,Gambut,Datar,Untung Sanjaya,Fajar Fauzi,Agus Damanik,2.0,25,96,3.83,2.0,1.83,0,0,0.0,0,6,12.8,25.9,0.0,25.9,2333.0,1.11,656.7,2013391,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00417,2026-01-12,1,Jan,TJL-A-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,12,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Jumadi Gunadi,2.0,50,121,2.42,2.0,0.42,0,0,0.0,2,2,13.8,15.7,0.0,15.7,2333.0,0.67,440.4,1272739,260.4,Sesuai Standar,Minor,Monitoring rutin
LP-00418,2026-04-10,4,Apr,TJL-A-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,12,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Joko Bahari,2.0,25,40,1.59,2.0,-0.41,0,0,0.0,0,4,13.8,10.3,0.0,10.3,2333.0,0.44,289.4,854811,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00419,2026-07-21,7,Jul,TJL-A-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,12,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Lukman Purba,2.0,30,125,4.17,2.0,2.17,0,0,0.0,0,2,13.8,27.1,0.0,27.1,2333.0,1.16,758.9,2327016,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00420,2026-04-25,4,Apr,TJL-A-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,27.8,17,140,Mineral,Berbukit,Untung Sanjaya,Oki Saragih,Mulyadi Harahap,2.0,25,46,1.83,2.0,-0.17,0,0,0.0,1,2,18.5,12.8,0.0,12.8,2000.0,0.64,356.1,1051951,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00421,2026-05-22,5,Mei,TJL-A-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,27.8,17,140,Mineral,Berbukit,Untung Sanjaya,Oki Saragih,Ahmad Sembiring,2.0,25,118,4.72,2.0,2.72,0,0,0.0,0,3,18.5,33.0,0.0,33.0,2000.0,1.65,918.5,2740104,315.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00422,2026-06-12,6,Jun,TJL-A-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,27.8,17,140,Mineral,Berbukit,Untung Sanjaya,Oki Saragih,Gilang Firdaus,2.0,30,123,4.09,2.0,2.09,1,0,0.5,2,2,18.5,28.6,46.4,75.0,2000.0,3.75,2085.1,6387364,287.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00423,2026-02-27,2,Feb,TJL-A-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,14,138,Gambut,Datar,Untung Sanjaya,Oki Saragih,Jumadi Nugroho,2.0,30,61,2.03,2.0,0.03,1,0,0.5,1,4,15.7,14.0,39.2,53.3,2250.0,2.37,1491.2,4295658,375.2,Sesuai Standar,Minor,Monitoring rutin
LP-00424,2026-04-17,4,Apr,TJL-A-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,14,138,Gambut,Datar,Untung Sanjaya,Oki Saragih,Irwan Nasution,2.0,25,56,2.26,2.0,0.26,1,0,0.5,0,3,15.7,15.6,39.2,54.8,2250.0,2.44,1535.6,4536164,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00425,2026-06-07,6,Jun,TJL-A-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.0,14,138,Gambut,Datar,Untung Sanjaya,Oki Saragih,Zainal Sembiring,2.0,30,59,1.98,2.0,-0.02,0,0,0.0,0,4,15.7,13.7,0.0,13.7,2250.0,0.61,382.5,1171814,287.6,Sesuai Standar,Minor,Monitoring rutin
LP-00426,2026-01-05,1,Jan,TJL-A-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,14,138,Mineral,Datar,Untung Sanjaya,Fajar Fauzi,Dewi Kusuma,2.0,30,74,2.46,2.0,0.46,0,0,0.0,1,4,15.7,17.0,0.0,17.0,2250.0,0.75,517.7,1496017,260.4,Sesuai Standar,Minor,Monitoring rutin
LP-00427,2026-02-15,2,Feb,TJL-A-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.5,11,136,Mineral,Berbukit,Untung Sanjaya,Gilang Santoso,Bambang Mangunsong,2.0,30,96,3.2,2.0,1.2,1,0,0.5,0,0,12.8,21.8,32.1,53.9,2333.0,2.31,1589.6,4579150,375.2,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00428,2026-03-09,3,Mar,TJL-A-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.5,11,136,Mineral,Berbukit,Untung Sanjaya,Gilang Santoso,Latif Maulana,2.0,50,158,3.15,2.0,1.15,1,0,0.5,0,4,12.8,21.4,32.1,53.5,2333.0,2.29,1579.6,4652771,428.1,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00429,2026-05-08,5,Mei,TJL-A-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.5,11,136,Mineral,Berbukit,Untung Sanjaya,Gilang Santoso,Yuli Suhendra,2.0,30,75,2.5,2.0,0.5,1,0,0.5,1,4,12.8,17.0,32.1,49.1,2333.0,2.11,1449.2,4323216,315.5,Sesuai Standar,Minor,Monitoring rutin
LP-00430,2026-06-15,6,Jun,TJL-A-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.5,11,136,Mineral,Berbukit,Untung Sanjaya,Gilang Santoso,Agus Sudarmono,2.0,50,131,2.62,2.0,0.62,0,0,0.0,1,4,12.8,17.8,0.0,17.8,2333.0,0.76,525.6,1609974,287.6,Sesuai Standar,Minor,Monitoring rutin
LP-00431,2026-07-10,7,Jul,TJL-A-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.5,11,136,Mineral,Berbukit,Untung Sanjaya,Gilang Santoso,Dewi Panjaitan,2.0,25,51,2.05,2.0,0.05,1,0,0.5,0,5,12.8,13.9,32.1,46.1,2333.0,1.97,1358.9,4166631,56.5,Sesuai Standar,Minor,Monitoring rutin
LP-00432,2026-02-02,2,Feb,TJL-A-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.2,18,130,Gambut,Datar,Untung Sanjaya,Oki Saragih,Usman Setiawan,2.0,25,54,2.14,2.0,0.14,1,0,0.5,1,1,19.5,13.9,48.7,62.7,1917.0,3.27,1767.0,5090196,375.2,Sesuai Standar,Minor,Monitoring rutin
LP-00433,2026-06-19,6,Jun,TJL-A-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,28.2,18,130,Gambut,Datar,Untung Sanjaya,Oki Saragih,Bayu Lubis,2.0,25,68,2.74,2.0,0.74,0,0,0.0,0,1,19.5,17.8,0.0,17.8,1917.0,0.93,502.2,1538507,287.6,Sesuai Standar,Minor,Monitoring rutin
LP-00434,2026-05-19,5,Mei,TJL-A-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.8,16,128,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Yusuf Anggara,2.0,30,66,2.19,2.0,0.19,0,0,0.0,1,2,17.6,14.0,0.0,14.0,2083.0,0.67,361.6,1078763,315.5,Sesuai Standar,Minor,Monitoring rutin
LP-00435,2026-06-06,6,Jun,TJL-A-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.8,16,128,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Slamet Wijaya,2.0,50,183,3.66,2.0,1.66,0,0,0.0,0,4,17.6,23.4,0.0,23.4,2083.0,1.12,604.3,1851260,287.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00436,2026-07-27,7,Jul,TJL-A-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.8,16,128,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Deni Situmorang,2.0,50,128,2.56,2.0,0.56,0,0,0.0,3,3,17.6,16.4,0.0,16.4,2083.0,0.79,422.7,1296079,56.5,Sesuai Standar,Minor,Monitoring rutin
LP-00437,2026-01-07,1,Jan,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Candra Adiputra,2.0,25,62,2.49,2.0,0.49,0,0,0.0,1,1,14.8,16.8,0.0,16.8,2250.0,0.75,514.3,1486200,260.4,Sesuai Standar,Minor,Monitoring rutin
LP-00438,2026-02-02,2,Feb,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Zulkifli Suhendra,2.0,25,43,1.73,2.0,-0.27,0,0,0.0,2,4,14.8,11.7,0.0,11.7,2250.0,0.52,357.3,1029357,375.2,Sesuai Standar,Minor,Monitoring rutin
LP-00439,2026-03-10,3,Mar,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Slamet Mahendra,2.0,30,98,3.27,2.0,1.27,0,0,0.0,0,2,14.8,22.1,0.0,22.1,2250.0,0.98,675.4,1989499,428.1,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00440,2026-04-23,4,Apr,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Marwan Tarigan,2.0,30,105,3.51,2.0,1.51,0,0,0.0,2,4,14.8,23.7,0.0,23.7,2250.0,1.05,725.0,2141578,406.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00441,2026-06-05,6,Jun,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Usman Effendi,2.0,25,90,3.62,2.0,1.62,1,0,0.5,0,5,14.8,24.4,36.9,61.3,2250.0,2.72,1876.1,5746976,287.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00442,2026-07-13,7,Jul,TJL-A-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.6,13,135,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Ahmad Ismail,2.0,50,213,4.26,2.0,2.26,1,0,0.5,0,2,14.8,28.8,36.9,65.6,2250.0,2.92,2008.3,6157661,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00443,2026-02-15,2,Feb,TJL-A-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,9,135,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Ahmad Effendi,2.0,50,90,1.8,2.0,-0.2,0,0,0.0,2,2,10.9,12.2,0.0,12.2,2250.0,0.54,309.8,892506,375.2,Sesuai Standar,Minor,Monitoring rutin
LP-00444,2026-03-03,3,Mar,TJL-A-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,9,135,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Usman Yusril,2.0,30,38,1.28,2.0,-0.72,1,0,0.5,0,1,10.9,8.6,27.4,36.0,2250.0,1.6,918.4,2705169,428.1,Sesuai Standar,Minor,Monitoring rutin
LP-00445,2026-05-14,5,Mei,TJL-A-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,9,135,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Mulyadi Anggara,2.0,25,70,2.82,2.0,0.82,1,0,0.5,1,4,10.9,19.0,27.4,46.4,2250.0,2.06,1183.5,3530482,315.5,Sesuai Standar,Minor,Monitoring rutin
LP-00446,2026-06-05,6,Jun,TJL-A-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,9,135,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Ratna Nasution,2.0,50,207,4.14,2.0,2.14,0,0,0.0,0,3,10.9,27.9,0.0,27.9,2250.0,1.24,712.6,2182885,287.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00447,2026-05-14,5,Mei,TJL-A-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,27.5,14,138,Mineral,Datar,Untung Sanjaya,Fajar Fauzi,Ade Ismail,2.0,30,95,3.17,2.0,1.17,0,0,0.0,0,1,15.7,21.9,0.0,21.9,2250.0,0.97,601.5,1794417,315.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00448,2026-07-07,7,Jul,TJL-A-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,27.5,14,138,Mineral,Datar,Untung Sanjaya,Fajar Fauzi,Wagimin Ginting,2.0,25,79,3.17,2.0,1.17,0,0,0.0,1,2,15.7,21.9,0.0,21.9,2250.0,0.97,601.5,1844306,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00449,2026-05-09,5,Mei,TJL-A-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,24.6,10,143,Gambut,Bergelombang,Untung Sanjaya,Gilang Santoso,Nasrul Saragih,2.0,30,75,2.5,2.0,0.5,0,0,0.0,0,2,11.9,17.9,0.0,17.9,2333.0,0.77,439.7,1311787,315.5,Sesuai Standar,Minor,Monitoring rutin
LP-00450,2026-04-18,4,Apr,TJL-A-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.2,9,140,Gambut,Bergelombang,Untung Sanjaya,Fajar Fauzi,Kurnia Kurniawan,2.0,30,68,2.25,2.0,0.25,0,0,0.0,1,3,10.9,15.8,0.0,15.8,2250.0,0.7,396.9,1172418,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00451,2026-05-19,5,Mei,TJL-A-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.2,9,140,Gambut,Bergelombang,Untung Sanjaya,Fajar Fauzi,Hendra Adiputra,2.0,50,239,4.78,2.0,2.78,1,0,0.5,0,2,10.9,33.5,27.4,60.8,2250.0,2.7,1533.0,4573370,315.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00452,2026-06-21,6,Jun,TJL-A-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.2,9,140,Gambut,Bergelombang,Untung Sanjaya,Fajar Fauzi,Lukman Hutapea,2.0,50,184,3.69,2.0,1.69,0,0,0.0,0,2,10.9,25.8,0.0,25.8,2250.0,1.15,650.9,1993937,287.6,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00453,2026-01-11,1,Jan,TJL-A-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.4,18,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Bambang Rachman,2.0,25,68,2.73,2.0,0.73,1,0,0.5,0,1,19.5,17.7,48.7,66.5,1917.0,3.47,2087.9,6033528,260.4,Sesuai Standar,Minor,Monitoring rutin
LP-00454,2026-03-04,3,Mar,TJL-A-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.4,18,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Jumadi Handoko,2.0,30,65,2.16,2.0,0.16,0,0,0.0,1,0,19.5,14.0,0.0,14.0,1917.0,0.73,440.9,1298576,428.1,Sesuai Standar,Minor,Monitoring rutin
LP-00455,2026-04-08,4,Apr,TJL-A-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.4,18,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Yusuf Kusuma,2.0,30,80,2.68,2.0,0.68,0,0,0.0,0,3,19.5,17.4,0.0,17.4,1917.0,0.91,547.0,1615769,406.5,Sesuai Standar,Minor,Monitoring rutin
LP-00456,2026-07-24,7,Jul,TJL-A-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.4,18,130,Mineral,Datar,Untung Sanjaya,Gilang Santoso,Sutrisno Bahari,2.0,25,98,3.93,2.0,1.93,0,0,0.0,1,2,19.5,25.5,0.0,25.5,1917.0,1.33,802.1,2459390,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00457,2026-05-12,5,Mei,TJL-A-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,16,143,Gambut,Berbukit,Untung Sanjaya,Oki Saragih,Parjono Hutapea,2.0,30,82,2.75,2.0,0.75,1,0,0.5,1,1,17.6,19.7,44.0,63.7,2083.0,3.06,1623.4,4842908,315.5,Sesuai Standar,Minor,Monitoring rutin
LP-00458,2026-07-19,7,Jul,TJL-A-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.5,16,143,Gambut,Berbukit,Untung Sanjaya,Oki Saragih,Gunawan Santoso,2.0,25,77,3.08,2.0,1.08,1,0,0.5,0,0,17.6,22.0,44.0,66.0,2083.0,3.17,1683.6,5162033,56.5,Perhatian,Brondolan tidak terkutip,Kutip ulang + briefing mandor
LP-00459,2026-01-15,1,Jan,TJL-A-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,29.6,7,138,Mineral,Bergelombang,Untung Sanjaya,Fajar Fauzi,Priyo Sudarmono,2.0,25,53,2.13,2.0,0.13,0,0,0.0,1,3,9.0,14.7,0.0,14.7,2000.0,0.73,435.0,1257109,260.4,Sesuai Standar,Minor,Monitoring rutin
