SortasiID,Tanggal,Bulan,NamaBulan,PKS,Wilayah,EstateKode,EstateAsal,Afdeling,StatusKebun,NoKendaraan,Supir,JumlahJanjang,Berat_Ton,JanjangMatang_Persen,JanjangMentah_Persen,JanjangLewatMatang_Persen,JanjangKosong_Persen,TangkaiPanjang_Persen,Brondolan_Kg,RestanJam,ALB_Persen,GradeTBS,Penalti_Rp,PetugasSortasi
SRT-001331,2026-06-03,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 5404 CH,Feri Sudarmono,324,6.26,92.3,4.1,3.4,0.2,3.4,592,18.9,3.5,B,268423,Wahyu Manurung
SRT-001332,2026-06-03,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 8271 KC,Priyo Ginting,387,7.48,91.0,4.3,4.7,0.0,2.4,744,12.7,2.68,B,595991,Ahmad Ginting
SRT-001333,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 9796 AE,Imam Anggara,574,7.31,96.3,2.9,0.0,0.8,1.0,481,18.2,3.69,B,470935,Teguh Maulana
SRT-001334,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 1778 EG,Latif Situmorang,318,6.31,89.4,4.7,5.9,0.0,4.0,463,14.1,3.48,B,524389,Latif Maulana
SRT-001335,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 3411 EB,Krisna Hartanto,446,6.1,91.3,2.7,5.3,0.8,1.4,566,19.9,3.47,B,252215,Siti Butar-butar
SRT-001336,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 8157 HG,Hendra Rachman,808,9.0,90.9,2.7,4.8,1.6,2.4,830,18.2,3.5,B,388703,Dedi Yusril
SRT-001337,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,C,Inti,KH 4829 BD,Mulyadi Ginting,421,7.2,88.3,5.5,5.2,1.0,1.4,548,13.4,3.03,B,624697,Deni Ramadhan
SRT-001338,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 9127 FB,Guntur Rachman,360,6.61,90.7,3.9,4.8,0.6,1.9,706,24.4,4.23,B,362394,Joko Setiawan
SRT-001339,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 6118 JA,Latif Tampubolon,583,8.24,96.1,2.4,1.5,0.0,4.1,679,16.4,2.92,A,0,Wardi Simanjuntak
SRT-001340,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 2891 EC,Rahmat Firdaus,326,5.83,95.7,3.2,0.7,0.5,2.1,490,28.9,4.83,B,219909,Nanda Saragih
SRT-001341,2026-06-04,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 4415 CF,Herman Silalahi,414,6.25,92.2,5.1,1.7,1.0,3.0,525,17.2,3.47,B,228013,Teguh Mangunsong
SRT-001342,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 8161 DA,Joko Yusril,580,7.39,89.7,3.6,5.2,1.6,3.1,505,20.9,3.94,B,448655,Nasrul Effendi
SRT-001343,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 4164 FK,Lukman Handoko,355,5.84,91.9,0.9,6.1,1.1,1.7,420,21.0,3.68,B,222552,Nasrul Damanik
SRT-001344,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 1118 AA,Jumadi Dalimunthe,607,8.79,91.9,2.6,4.3,1.2,2.5,527,18.1,3.75,B,344412,Jumadi Suhendra
SRT-001345,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 2661 DE,Wulan Santoso,384,6.34,90.1,1.9,7.2,0.7,2.6,387,25.0,4.04,B,419423,Rahmat Sagala
SRT-001346,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 8151 HK,Tono Handoko,542,8.25,88.8,4.5,5.5,1.3,2.5,688,22.0,4.13,B,718458,Oki Santoso
SRT-001347,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 4643 KG,Riko Sembiring,335,6.21,90.9,4.4,4.4,0.4,1.4,562,8.7,2.6,B,273157,Guntur Fauzi
SRT-001348,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 1570 DB,Tono Anggara,441,5.83,93.6,3.0,2.9,0.6,1.0,491,10.1,2.95,A,0,Hadi Pratama
SRT-001349,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 6815 FK,Lestari Utomo,349,6.49,92.4,0.7,6.1,0.8,2.7,470,11.1,3.29,A,0,Tarno Ginting
SRT-001350,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 2204 JG,Siti Barus,435,7.74,90.1,3.7,4.8,1.4,3.9,607,6.0,2.63,B,667160,Deni Purba
SRT-001351,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 3516 GB,Ratna Lubis,372,7.33,91.5,4.4,3.5,0.6,3.3,687,11.5,3.21,B,285536,Marwan Yusril
SRT-001352,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 7987 EJ,Ade Butar-butar,589,7.59,93.8,2.8,2.5,0.8,3.3,614,9.6,3.1,A,0,Marwan Purba
SRT-001353,2026-06-05,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 7074 GB,Yanto Firdaus,604,7.8,94.1,2.2,2.7,1.1,2.6,700,22.8,3.94,B,392031,Wulan Bahari
SRT-001354,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 9883 CK,Paiman Ramadhan,392,6.9,89.8,4.2,4.9,1.0,3.8,684,12.1,3.29,B,547134,Hadi Dalimunthe
SRT-001355,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 2487 FH,Zainal Bahari,395,6.41,93.5,3.6,1.8,1.1,1.5,564,20.3,3.18,B,566448,Jumadi Sitompul
SRT-001356,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 5437 KJ,Priyo Simanjuntak,376,6.56,91.2,5.5,2.8,0.5,1.7,633,13.0,3.2,B,274109,Kurnia Ismail
SRT-001357,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 6241 DE,Gunawan Wibowo,508,8.98,95.5,0.4,3.8,0.3,2.8,763,24.0,4.03,B,459677,Zulkifli Butar-butar
SRT-001358,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 1288 KE,Parjono Wijaya,651,8.7,95.5,2.8,0.9,0.8,2.4,797,14.5,3.21,A,0,Slamet Ismail
SRT-001359,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 2205 EK,Tono Setiawan,566,8.39,92.6,4.9,2.2,0.4,2.5,650,18.3,3.79,B,558803,Deni Hartanto
SRT-001360,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 3110 EC,Wahyu Simanjuntak,442,6.3,91.3,5.0,3.3,0.3,3.1,570,10.3,3.12,B,447971,Zulkifli Tampubolon
SRT-001361,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 2615 EH,Rudi Wijaya,330,6.2,89.3,3.9,6.1,0.7,1.6,421,20.9,3.71,B,378268,Krisna Tarigan
SRT-001362,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 2841 DG,Wahyu Nasution,344,5.68,90.0,3.5,5.4,1.1,3.0,508,21.1,3.73,B,207105,Yohanes Damanik
SRT-001363,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 6810 CJ,Samsul Barus,349,6.49,92.9,3.4,2.9,0.7,4.0,553,9.1,2.78,B,376666,Eko Mangunsong
SRT-001364,2026-06-06,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,C,Inti,KH 2059 EG,Budi Sinaga,512,7.6,93.5,3.4,2.2,0.9,1.8,814,29.8,4.69,B,328136,Hendra Ginting
SRT-001365,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 2842 DE,Lestari Adiputra,438,6.27,94.3,2.4,2.4,0.8,1.0,497,19.1,3.76,B,301673,Parjono Kusuma
SRT-001366,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 4118 HD,Endang Kurniawan,504,8.91,95.0,2.6,1.3,1.1,3.3,678,10.4,2.92,A,0,Budi Mangunsong
SRT-001367,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 4685 CA,Lestari Saragih,555,9.0,95.8,0.6,2.1,1.5,2.6,835,15.9,3.03,A,0,Maman Suhendra
SRT-001368,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,C,Inti,KH 8219 AF,Rudi Sudarmono,589,8.97,95.3,2.9,1.4,0.3,1.0,688,15.9,3.43,A,0,Ade Sinaga
SRT-001369,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 6028 HA,Maman Anggara,654,7.46,91.8,2.8,5.3,0.1,2.0,532,16.8,3.69,A,0,Feri Tampubolon
SRT-001370,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 2985 BB,Deni Hartanto,536,7.3,95.2,2.5,1.7,0.6,2.3,600,18.9,3.53,B,543902,Guntur Butar-butar
SRT-001371,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 8727 JA,Parjono Barus,525,6.82,93.7,4.4,1.9,0.0,1.9,444,26.1,4.08,B,382661,Bayu Kusuma
SRT-001372,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 1689 KE,Oki Santoso,708,7.84,95.0,1.4,3.1,0.5,2.4,836,15.0,3.06,A,0,Nurdin Prasetyo
SRT-001373,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 7928 JG,Riko Damanik,376,6.12,91.1,2.6,5.8,0.5,5.0,547,19.9,3.61,B,326881,Bambang Ismail
SRT-001374,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 1567 GK,Zainal Saragih,438,7.05,90.4,3.9,5.0,0.8,2.3,451,16.8,3.39,B,304725,Riko Gunadi
SRT-001375,2026-06-08,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 6639 KJ,Eko Barus,600,7.75,92.0,2.8,4.2,1.0,2.5,708,16.2,3.42,A,0,Bayu Suhendra
SRT-001376,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 4451 JA,Irwan Sinaga,444,8.51,92.0,3.2,3.9,1.0,1.2,609,17.4,3.59,B,414459,Gunawan Bahari
SRT-001377,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 8438 GB,Yusuf Setiawan,420,6.9,92.4,2.1,4.0,1.5,3.0,450,22.5,4.0,B,384753,Paiman Panjaitan
SRT-001378,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 5724 KK,Bayu Halim,487,7.1,93.0,2.7,3.8,0.4,1.7,634,14.0,3.41,A,0,Marni Manurung
SRT-001379,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 5491 DA,Joko Harahap,695,8.42,92.4,2.9,4.2,0.4,1.2,658,18.8,3.59,B,522284,Jumadi Dalimunthe
SRT-001380,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 4607 JK,Joko Panjaitan,430,6.63,90.0,5.2,3.8,1.1,3.9,697,18.2,3.4,B,458884,Nurdin Utomo
SRT-001381,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 8630 HJ,Bayu Handoko,502,8.92,93.6,2.1,3.5,0.8,2.2,960,15.1,3.19,A,0,Guntur Wibowo
SRT-001382,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 2349 KC,Yuli Silalahi,410,6.83,92.8,3.2,3.7,0.4,1.3,735,12.7,3.23,B,589306,Umar Halim
SRT-001383,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 5417 EA,Hendra Sianturi,341,6.34,96.1,1.0,1.7,1.2,2.1,502,21.0,3.86,B,445853,Hendra Mahendra
SRT-001384,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,D,Inti,KH 7409 BG,Yusuf Wijaya,412,7.68,94.4,2.1,2.3,1.2,1.5,576,19.8,3.46,B,477782,Kasno Anggara
SRT-001385,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 1899 EC,Hendra Nasution,415,5.53,90.7,1.6,6.1,1.6,2.8,453,12.4,3.01,A,0,Sutrisno Kurniawan
SRT-001386,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 3730 HC,Wardi Suhendra,682,7.54,95.2,3.0,1.7,0.1,1.8,817,16.2,3.05,A,0,Marni Sanjaya
SRT-001387,2026-06-09,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 2526 FE,Ahmad Kurniawan,544,6.64,91.9,4.8,2.6,0.7,1.7,452,15.9,3.26,B,477072,Jefri Panjaitan
SRT-001388,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 8411 KA,Nasrul Saputra,497,9.17,93.6,3.8,1.7,0.8,1.4,768,23.4,4.12,B,775330,Lestari Effendi
SRT-001389,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 6724 AK,Marwan Dalimunthe,384,6.29,91.9,2.8,4.4,0.9,3.8,482,15.7,3.09,A,0,Dedi Effendi
SRT-001390,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 6434 KA,Hadi Sianturi,507,8.53,93.9,3.3,1.6,1.2,2.6,606,17.2,3.39,B,534037,Endang Saragih
SRT-001391,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 7026 JG,Lukman Sianturi,374,5.69,90.9,2.9,4.9,1.3,2.2,476,13.6,3.03,A,0,Tono Panjaitan
SRT-001392,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 1715 JA,Slamet Ginting,750,8.4,92.9,2.5,4.3,0.3,0.1,877,14.4,3.57,A,0,Teguh Rachman
SRT-001393,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 8549 JJ,Parjono Panjaitan,420,6.49,96.7,1.5,1.7,0.0,1.9,517,11.6,3.39,A,0,Kasno Handoko
SRT-001394,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 2798 AD,Riko Tampubolon,443,7.11,93.6,3.5,2.3,0.6,2.3,728,20.5,3.94,B,376877,Fajar Nugroho
SRT-001395,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 6233 AC,Parjono Sembiring,365,5.82,92.8,3.2,3.4,0.6,2.0,405,16.6,3.52,B,522880,Lukman Setiawan
SRT-001396,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 2264 GB,Tono Firdaus,356,6.67,92.0,4.0,2.8,1.2,0.2,413,7.0,3.15,B,510030,Sutrisno Silalahi
SRT-001397,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 4007 HG,Teguh Wibowo,612,7.9,94.7,0.7,3.2,1.4,2.2,609,15.9,3.24,A,0,Agus Harahap
SRT-001398,2026-06-10,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,D,Inti,KH 2492 AA,Wagimin Wibowo,307,6.02,87.3,6.0,5.5,1.1,1.2,565,23.7,4.13,B,322247,Marni Damanik
SRT-001399,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 7689 BB,Wulan Harahap,367,6.11,92.5,2.7,4.3,0.6,2.2,567,12.0,3.05,A,0,Dewi Siregar
SRT-001400,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 9618 AC,Siti Dalimunthe,549,9.14,91.4,2.6,4.3,1.7,2.5,830,13.2,3.35,A,0,Kasno Tarigan
SRT-001401,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,C,Inti,KH 3725 BK,Kurnia Sanjaya,762,9.04,93.0,2.2,4.3,0.6,1.7,799,20.7,3.52,B,794085,Nasrul Purba
SRT-001402,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 1785 JH,Guntur Manurung,465,5.74,93.0,4.2,1.7,1.0,2.4,473,15.5,3.29,B,250638,Samsul Tarigan
SRT-001403,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 1509 KE,Marni Effendi,416,6.29,93.4,0.7,5.9,0.0,1.9,651,18.0,3.51,B,258441,Hadi Tampubolon
SRT-001404,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 4547 HC,Jefri Prasetyo,547,7.64,92.3,2.7,5.0,0.1,1.3,722,16.4,3.46,A,0,Nurdin Ismail
SRT-001405,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 7739 FH,Jefri Hutapea,365,5.67,93.5,2.7,3.1,0.7,2.0,385,27.2,4.47,B,281828,Untung Sitompul
SRT-001406,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 3845 GF,Wagimin Sudarmono,483,7.24,90.8,4.2,3.9,1.2,2.6,535,14.3,3.4,B,448758,Irwan Ginting
SRT-001407,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 1946 CA,Paiman Ismail,447,8.26,94.3,2.8,2.1,0.8,0.8,814,18.0,3.91,A,0,Jefri Butar-butar
SRT-001408,2026-06-11,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 7154 FA,Budi Wijaya,359,6.68,96.7,1.9,1.0,0.3,4.1,629,29.7,4.53,B,495994,Imam Utomo
SRT-001409,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 6868 EA,Kurnia Handoko,513,5.91,92.4,3.7,2.6,1.3,0.7,425,16.1,3.41,B,468750,Nanda Damanik
SRT-001410,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 7663 HJ,Fajar Lubis,312,6.24,92.6,3.5,3.2,0.7,2.2,534,19.5,3.34,B,493359,Wahyu Yusril
SRT-001411,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,E,Inti,KH 5945 CD,Nanda Mangunsong,459,6.68,90.9,2.5,5.9,0.7,3.7,681,18.5,3.07,B,567132,Nasrul Handoko
SRT-001412,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 1528 JD,Latif Butar-butar,439,8.14,91.4,4.8,3.3,0.4,4.1,572,19.4,3.24,B,522258,Candra Handoko
SRT-001413,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,A,Inti,KH 3745 GG,Zulkifli Ramadhan,617,8.13,94.3,4.1,1.3,0.3,3.0,804,12.3,3.01,B,326589,Parjono Silalahi
SRT-001414,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 2412 DA,Siti Mahendra,385,6.68,93.6,2.5,3.3,0.6,3.0,684,13.6,3.22,A,0,Kasno Setiawan
SRT-001415,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,B,Inti,KH 8202 AK,Sutrisno Sitompul,558,8.51,95.2,3.3,1.4,0.1,0.7,528,18.7,3.49,B,360002,Untung Adiputra
SRT-001416,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 8265 BC,Hendra Hartanto,369,5.57,92.5,3.0,4.5,0.0,2.5,594,8.1,2.69,B,489121,Fajar Dalimunthe
SRT-001417,2026-06-12,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 9597 GH,Iwan Yusril,612,7.08,93.5,2.6,3.9,0.0,2.7,603,14.3,3.1,A,0,Yohanes Dalimunthe
SRT-001418,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 6976 FF,Untung Utomo,603,7.97,96.4,1.6,1.4,0.6,2.6,515,12.5,3.33,A,0,Slamet Pratama
SRT-001419,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 3451 FA,Samsul Damanik,329,6.16,91.0,4.2,4.3,0.5,2.0,626,7.4,2.8,B,219186,Jumadi Firdaus
SRT-001420,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 7551 GB,Krisna Anggara,362,6.21,93.9,2.0,3.5,0.5,3.8,679,11.3,3.21,A,0,Kurnia Anggara
SRT-001421,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 8065 FJ,Latif Sagala,706,8.18,93.4,3.1,3.4,0.0,2.3,545,11.6,3.04,B,649906,Lestari Maulana
SRT-001422,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,F,Inti,KH 1030 EG,Yanto Dalimunthe,411,7.68,91.9,4.0,3.5,0.6,1.3,776,12.5,3.19,B,532710,Riko Hutapea
SRT-001423,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 4693 HB,Priyo Harahap,581,7.74,93.6,3.4,2.7,0.4,1.3,682,7.3,2.45,B,448694,Hendra Firdaus
SRT-001424,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,D,Inti,KH 8343 AB,Mulyadi Saragih,495,8.91,94.3,1.3,3.5,0.8,2.6,822,21.6,3.6,B,329866,Zulkifli Prasetyo
SRT-001425,2026-06-13,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,D,Inti,KH 7887 BF,Wardi Sitompul,660,8.52,97.6,1.8,0.0,0.6,2.1,599,18.5,3.44,B,730943,Nurdin Damanik
SRT-001426,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,B,Inti,KH 9557 HJ,Hadi Gunadi,551,7.07,92.9,1.5,5.6,0.0,1.0,716,17.8,3.55,A,0,Slamet Silalahi
SRT-001427,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 2683 FK,Nanda Sitompul,387,7.62,91.8,4.6,2.5,1.2,2.6,664,20.5,4.21,B,629255,Dedi Dalimunthe
SRT-001428,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,F,Inti,KH 4504 AB,Agus Halim,653,7.44,93.3,1.7,3.4,1.6,1.8,581,22.0,3.91,B,455219,Hadi Tampubolon
SRT-001429,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,TJL,Estate Tanjung Lestari,A,Inti,KH 3803 KG,Siti Fauzi,797,9.05,92.5,3.2,4.1,0.2,1.6,560,16.9,3.5,B,796538,Riko Silalahi
SRT-001430,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,C,Inti,KH 5814 CG,Zulkifli Kurniawan,507,9.02,91.0,4.7,3.7,0.6,3.3,657,26.4,4.02,B,636651,Lukman Harahap
SRT-001431,2026-06-15,6,Jun,PKS Bukit Sekawan,Kalimantan Tengah,BSK,Estate Bukit Sekawan,E,Inti,KH 8727 HJ,Bayu Silalahi,356,6.02,96.3,3.2,0.0,0.5,2.3,650,22.6,3.87,B,379470,Dewi Mangunsong
