PemanenID,NamaPemanen,EstateKode,Estate,Wilayah,Afdeling,Mandor,Asisten,TanggalMasuk,MasaKerjaBulan,StatusKaryawan,HancakHa
PMN-0167,Firman Utomo,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2015-03-28,138,SKU,23.2
PMN-0168,Tarno Simanjuntak,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2014-06-20,147,BHL,25.6
PMN-0169,Agus Utomo,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2021-06-16,62,SKU,21.0
PMN-0170,Wahyu Sembiring,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2017-01-31,115,SKU,24.1
PMN-0171,Agus Santoso,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2025-05-04,15,SKU,16.8
PMN-0172,Wagimin Sitompul,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2026-03-20,4,BHL,21.5
PMN-0173,Agus Sagala,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2021-01-27,67,SKU,17.9
PMN-0174,Ahmad Firdaus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2026-04-09,3,BHL,14.6
PMN-0175,Candra Barus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2025-04-30,15,BHL,16.3
PMN-0176,Zulkifli Anggara,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2024-12-01,20,SKU,15.4
PMN-0177,Nanda Silalahi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2026-02-23,5,SKU,24.0
PMN-0178,Usman Firdaus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2013-08-14,157,BHL,16.3
PMN-0179,Rahmat Nugroho,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2019-01-16,91,SKU,16.2
PMN-0180,Fajar Tarigan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2025-12-26,7,SKU,18.6
PMN-0181,Edi Handoko,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2023-05-27,38,BHL,19.3
PMN-0182,Herman Sembiring,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2025-06-30,13,BHL,21.9
PMN-0183,Lukman Yusril,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2021-03-07,65,SKU,19.8
PMN-0184,Irwan Tampubolon,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2020-01-21,79,SKU,24.7
PMN-0185,Yuli Effendi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2012-07-12,171,SKU,24.7
PMN-0186,Ahmad Dalimunthe,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2025-09-21,10,SKU,23.2
PMN-0187,Maman Sanjaya,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2026-02-28,5,SKU,15.0
PMN-0188,Feri Ismail,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Rudi Ramadhan,Latif Sinaga,2016-06-07,123,BHL,24.1
PMN-0189,Lestari Mahendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2026-04-22,3,BHL,23.5
PMN-0190,Deni Sagala,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Candra Suhendra,Latif Sinaga,2016-04-18,125,BHL,20.2
PMN-0191,Edi Suhendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Yuli Damanik,Latif Sinaga,2026-05-27,2,SKU,16.4
PMN-0192,Candra Lubis,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2022-09-26,46,SKU,16.8
PMN-0193,Firman Sembiring,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2021-12-23,56,BHL,14.1
PMN-0194,Wahyu Sudarmono,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2025-01-05,19,SKU,21.5
PMN-0195,Marwan Fauzi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2024-11-14,20,BHL,20.1
PMN-0196,Ahmad Setiawan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2013-07-30,158,SKU,24.4
PMN-0197,Tarno Prasetyo,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2025-10-04,10,SKU,25.7
PMN-0198,Dewi Damanik,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2019-07-30,85,BHL,20.4
PMN-0199,Kasno Sianturi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2026-01-10,6,BHL,16.4
PMN-0200,Oki Harahap,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2025-10-11,9,BHL,25.9
PMN-0201,Riko Adiputra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2019-05-24,87,SKU,14.1
PMN-0202,Yuli Sianturi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2013-04-25,161,SKU,16.2
PMN-0203,Endang Saragih,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2025-10-16,9,BHL,23.0
PMN-0204,Teguh Rachman,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2021-11-10,57,BHL,18.9
PMN-0205,Tono Purba,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2011-11-22,178,BHL,21.4
PMN-0206,Ahmad Tarigan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2023-02-01,42,BHL,14.3
PMN-0207,Wardi Firdaus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2024-04-09,28,SKU,21.9
PMN-0208,Nasrul Purba,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2016-03-09,126,SKU,16.4
PMN-0209,Joko Nugroho,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2019-07-01,86,SKU,17.9
PMN-0210,Hendra Hartanto,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2023-08-22,35,BHL,22.2
PMN-0211,Riko Sianturi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2023-06-10,38,SKU,15.7
PMN-0212,Marwan Hutapea,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2015-11-19,130,SKU,23.5
PMN-0213,Maman Harahap,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Edi Mahendra,Usman Harahap,2017-10-23,106,SKU,14.8
PMN-0214,Agus Mangunsong,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2025-06-20,13,BHL,18.5
PMN-0215,Irwan Yusril,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2019-03-19,89,SKU,20.0
PMN-0216,Gunawan Pratama,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Samsul Butar-butar,Usman Harahap,2019-05-09,88,BHL,14.3
PMN-0217,Yanto Lubis,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Darto Sianturi,Usman Harahap,2025-04-05,16,BHL,24.2
PMN-0218,Jefri Saragih,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2021-01-19,67,BHL,20.9
PMN-0219,Deni Maulana,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2015-11-08,130,BHL,17.6
PMN-0220,Zulkifli Rachman,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2019-12-29,80,SKU,21.3
PMN-0221,Joko Suhendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2026-06-24,1,SKU,14.9
PMN-0222,Tarno Dalimunthe,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2026-06-27,1,BHL,25.8
PMN-0223,Siti Santoso,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2025-01-18,18,SKU,16.8
PMN-0224,Riko Anggara,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2017-12-15,105,BHL,22.0
PMN-0225,Eko Anggara,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2026-03-01,5,BHL,15.9
PMN-0226,Ahmad Nugroho,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2025-07-18,12,SKU,21.8
PMN-0227,Untung Maulana,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2012-09-08,169,BHL,24.0
PMN-0228,Gilang Sinaga,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2022-09-02,47,BHL,22.7
PMN-0229,Rahmat Nugroho,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2024-11-05,21,SKU,18.3
PMN-0230,Marwan Situmorang,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2025-02-20,17,BHL,23.2
PMN-0231,Siti Tampubolon,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2025-04-23,15,BHL,24.0
PMN-0232,Bayu Ramadhan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2019-03-20,89,BHL,14.7
PMN-0233,Endang Dalimunthe,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2026-04-30,3,SKU,14.1
PMN-0234,Latif Mangunsong,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2012-03-02,175,SKU,20.7
PMN-0235,Nurdin Ramadhan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2024-11-26,20,BHL,24.3
PMN-0236,Rahmat Sudarmono,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2025-07-22,12,BHL,22.1
PMN-0237,Untung Kusuma,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Parjono Santoso,Bambang Yusril,2021-10-10,58,BHL,20.8
PMN-0238,Edi Ramadhan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Dewi Hutapea,Bambang Yusril,2017-09-13,108,SKU,15.5
PMN-0239,Deni Sanjaya,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Teguh Kurniawan,Bambang Yusril,2025-10-03,10,SKU,23.7
PMN-0240,Endang Suhendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2020-02-03,79,BHL,17.7
PMN-0241,Bambang Barus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2018-07-18,97,SKU,17.0
PMN-0242,Tono Kusuma,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2012-02-09,176,SKU,24.7
PMN-0243,Joko Lubis,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2022-11-19,45,BHL,21.3
PMN-0244,Paiman Tarigan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2021-05-11,63,BHL,15.5
PMN-0245,Maman Kurniawan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2012-07-03,171,SKU,23.0
PMN-0246,Untung Gunadi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2026-05-10,2,BHL,15.4
PMN-0247,Candra Fauzi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2025-07-27,12,BHL,23.3
PMN-0248,Joko Ramadhan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2020-08-23,72,BHL,15.7
PMN-0249,Samsul Fauzi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2024-07-28,24,SKU,23.8
PMN-0250,Bayu Butar-butar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2019-12-23,80,SKU,14.1
PMN-0251,Rahmat Yusril,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2025-10-20,9,SKU,14.3
PMN-0252,Lestari Sinaga,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2012-05-29,172,SKU,17.7
PMN-0253,Fajar Lubis,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2018-08-17,96,BHL,15.6
PMN-0254,Budi Tampubolon,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2026-01-21,6,SKU,14.4
PMN-0255,Ahmad Fauzi,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2026-05-02,3,SKU,15.2
PMN-0256,Sri Sanjaya,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2014-02-12,151,SKU,23.7
PMN-0257,Nanda Kusuma,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Ahmad Sitompul,Wagimin Mangunsong,2018-03-29,101,BHL,14.2
PMN-0258,Agus Rachman,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Darto Sinaga,Wagimin Mangunsong,2026-06-27,1,BHL,17.8
PMN-0259,Bambang Mahendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Hendra Dalimunthe,Wagimin Mangunsong,2026-03-22,4,SKU,25.0
PMN-0260,Tarno Utomo,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2016-07-23,122,BHL,25.0
PMN-0261,Joko Barus,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2014-12-07,141,SKU,17.2
PMN-0262,Lukman Pratama,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2021-08-07,60,SKU,15.6
PMN-0263,Marni Mahendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2013-10-30,155,SKU,24.6
PMN-0264,Fajar Purba,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2024-04-03,28,SKU,24.5
PMN-0265,Teguh Mahendra,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Nurdin Barus,Yanto Ismail,2021-06-14,62,SKU,14.2
PMN-0266,Priyo Handoko,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-09-14,10,SKU,18.8
PMN-0267,Usman Yusril,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2011-12-25,177,BHL,22.9
PMN-0268,Tarno Sagala,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Nurdin Barus,Yanto Ismail,2021-04-20,64,SKU,23.6
PMN-0269,Hadi Tarigan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2026-04-30,3,SKU,23.4
PMN-0270,Firman Wibowo,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-02-12,17,SKU,19.9
PMN-0271,Wahyu Handoko,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2013-08-13,157,SKU,21.0
PMN-0272,Gunawan Situmorang,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2023-12-30,31,SKU,14.4
PMN-0273,Wulan Sudarmono,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2024-10-26,21,BHL,21.6
PMN-0274,Kasno Ginting,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2014-06-24,147,BHL,24.1
PMN-0275,Kasno Anggara,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-04-15,15,SKU,20.5
PMN-0276,Samsul Ramadhan,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-09-13,10,BHL,18.0
PMN-0277,Ade Handoko,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2021-06-17,62,SKU,17.0
PMN-0278,Riko Siregar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-09-29,10,BHL,22.9
PMN-0279,Ade Situmorang,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2021-06-14,62,SKU,17.4
PMN-0280,Wagimin Sagala,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2016-04-16,125,SKU,15.4
PMN-0281,Marni Sagala,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2022-01-22,55,SKU,22.6
PMN-0282,Firman Halim,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-06-18,13,SKU,24.5
PMN-0283,Yanto Anggara,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Deni Sudarmono,Yanto Ismail,2025-01-21,18,SKU,23.6
PMN-0284,Dedi Rachman,TJL,Estate Tanjung Lestari,Kalimantan Tengah,F,Budi Santoso,Yanto Ismail,2012-01-16,177,SKU,15.6
PMN-0285,Siti Rachman,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2021-02-17,66,BHL,19.1
PMN-0286,Latif Situmorang,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2022-09-17,47,SKU,22.1
PMN-0287,Umar Hartanto,MRA,Estate Muara Alam,Kalimantan Tengah,A,Mulyadi Suhendra,Nurdin Wijaya,2023-08-01,36,SKU,24.4
PMN-0288,Oki Barus,MRA,Estate Muara Alam,Kalimantan Tengah,A,Mulyadi Suhendra,Nurdin Wijaya,2012-04-05,174,SKU,19.8
PMN-0289,Marwan Damanik,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2022-02-04,54,BHL,23.8
PMN-0290,Tarno Ginting,MRA,Estate Muara Alam,Kalimantan Tengah,A,Mulyadi Suhendra,Nurdin Wijaya,2016-05-14,124,SKU,24.5
PMN-0291,Lestari Kurniawan,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2024-09-21,22,SKU,14.3
PMN-0292,Tono Butar-butar,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2019-07-20,85,BHL,20.3
PMN-0293,Ratna Tampubolon,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2012-09-23,168,SKU,18.6
PMN-0294,Nasrul Fauzi,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2026-04-07,3,BHL,22.6
PMN-0295,Firman Yusril,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2015-06-24,135,BHL,15.7
PMN-0296,Ahmad Silalahi,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2018-01-13,104,SKU,16.2
PMN-0297,Herman Saragih,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2023-09-10,35,BHL,17.4
PMN-0298,Sutrisno Tampubolon,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2021-10-21,58,SKU,23.6
PMN-0299,Dewi Ismail,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2014-08-18,145,SKU,21.2
PMN-0300,Zainal Utomo,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2022-11-02,45,SKU,16.1
PMN-0301,Iwan Panjaitan,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2025-03-23,16,BHL,24.0
PMN-0302,Sri Setiawan,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2014-12-16,141,SKU,15.5
PMN-0303,Oki Anggara,MRA,Estate Muara Alam,Kalimantan Tengah,A,Mulyadi Suhendra,Nurdin Wijaya,2014-04-28,149,SKU,25.1
PMN-0304,Gilang Nasution,MRA,Estate Muara Alam,Kalimantan Tengah,A,Mulyadi Suhendra,Nurdin Wijaya,2026-03-29,4,BHL,21.8
PMN-0305,Sri Ismail,MRA,Estate Muara Alam,Kalimantan Tengah,A,Slamet Adiputra,Nurdin Wijaya,2025-12-17,7,SKU,20.6
PMN-0306,Feri Kusuma,MRA,Estate Muara Alam,Kalimantan Tengah,A,Ade Panjaitan,Nurdin Wijaya,2019-09-30,83,SKU,19.0
PMN-0307,Gunawan Hutapea,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2026-03-03,5,SKU,22.3
PMN-0308,Nasrul Prasetyo,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2020-08-26,72,BHL,15.4
PMN-0309,Priyo Wibowo,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2017-01-28,115,SKU,22.8
PMN-0310,Hendra Saragih,MRA,Estate Muara Alam,Kalimantan Tengah,B,Budi Sinaga,Marwan Saragih,2026-02-12,5,SKU,17.1
PMN-0311,Priyo Barus,MRA,Estate Muara Alam,Kalimantan Tengah,B,Budi Sinaga,Marwan Saragih,2025-07-21,12,SKU,14.8
PMN-0312,Yusuf Sagala,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2024-06-05,26,SKU,23.1
PMN-0313,Priyo Sudarmono,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2018-11-10,94,BHL,21.8
PMN-0314,Yusuf Sianturi,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2024-10-31,21,SKU,19.3
PMN-0315,Joko Sagala,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2025-05-14,14,SKU,16.2
PMN-0316,Samsul Sianturi,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2016-12-17,117,SKU,15.6
PMN-0317,Sri Ginting,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2021-02-09,66,BHL,21.6
PMN-0318,Hadi Sagala,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2025-09-09,10,SKU,17.3
PMN-0319,Yuli Hartanto,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2022-04-03,52,SKU,19.4
PMN-0320,Untung Pratama,MRA,Estate Muara Alam,Kalimantan Tengah,B,Budi Sinaga,Marwan Saragih,2023-08-03,36,SKU,22.5
PMN-0321,Zainal Barus,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2016-08-19,121,SKU,19.6
PMN-0322,Umar Wijaya,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2024-07-27,24,SKU,20.5
PMN-0323,Priyo Effendi,MRA,Estate Muara Alam,Kalimantan Tengah,B,Budi Sinaga,Marwan Saragih,2024-06-02,26,SKU,16.3
PMN-0324,Sutrisno Fauzi,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2012-11-27,166,BHL,16.3
PMN-0325,Nasrul Hutapea,MRA,Estate Muara Alam,Kalimantan Tengah,B,Wahyu Ismail,Marwan Saragih,2017-06-26,110,BHL,23.4
PMN-0326,Nanda Wijaya,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2016-10-07,119,SKU,23.4
PMN-0327,Jumadi Santoso,MRA,Estate Muara Alam,Kalimantan Tengah,B,Agus Prasetyo,Marwan Saragih,2013-05-18,160,SKU,14.9
PMN-0328,Wagimin Suhendra,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2021-04-06,64,SKU,15.4
PMN-0329,Tarno Yusril,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2021-12-01,56,SKU,22.2
PMN-0330,Nurdin Sinaga,MRA,Estate Muara Alam,Kalimantan Tengah,C,Wagimin Ramadhan,Gunawan Prasetyo,2025-10-29,9,SKU,22.3
PMN-0331,Jefri Sudarmono,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2024-12-07,20,SKU,25.5
PMN-0332,Rudi Effendi,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2013-07-17,158,SKU,17.7
PMN-0333,Agus Gunadi,MRA,Estate Muara Alam,Kalimantan Tengah,C,Irwan Sitompul,Gunawan Prasetyo,2021-09-23,59,SKU,14.6
PMN-0334,Wagimin Suhendra,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2014-01-24,152,SKU,21.7
PMN-0335,Wardi Wibowo,MRA,Estate Muara Alam,Kalimantan Tengah,C,Slamet Sanjaya,Gunawan Prasetyo,2014-11-30,142,SKU,17.7
